OrderID,ProductID,CustomerID,DateID,TerritoryID,Quantity,UnitPrice,UnitCost,SalesAmount_USD,SalesAmount_GBP,TaxAmount
1416,5,123,20220830,1,2,5.17,4,10.33,8.16,1.63
1417,4,27,20231115,3,3,33.89,22,101.67,80.32,16.06
1418,13,199,20210716,2,2,6.81,6,13.61,10.75,2.15
1419,1,157,20230320,6,2,950.44,720,1900.87,1501.69,300.34
1420,7,161,20231102,6,2,21.84,14,43.68,34.51,6.9
1421,15,56,20230602,1,1,52.65,45,52.65,41.59,8.32
1422,19,187,20210628,4,3,18.98,12,56.94,44.98,9.0
1423,5,64,20220329,3,1,4.9,4,4.9,3.87,0.77
1424,20,185,20230512,5,3,26.81,18,80.43,63.54,12.71
1425,1,169,20230919,3,2,978.39,720,1956.78,1545.86,309.17
1426,7,192,20230102,4,3,19.92,14,59.77,47.22,9.44
1427,16,99,20211210,1,2,9.45,7,18.9,14.93,2.99
1428,3,136,20230503,1,3,1034.2,660,3102.59,2451.05,490.21
1429,13,146,20210709,4,3,8.24,6,24.72,19.53,3.91
1430,16,198,20210906,1,1,9.76,7,9.76,7.71,1.54
1431,9,56,20210121,1,1,40.93,26,40.93,32.33,6.47
1432,17,74,20220726,6,5,81.6,55,407.98,322.3,64.46
1433,13,22,20220831,6,5,8.21,6,41.06,32.44,6.49
1434,9,22,20210809,3,1,35.25,26,35.25,27.85,5.57
1435,5,138,20211020,3,4,5.57,4,22.29,17.61,3.52
1436,3,80,20230721,6,4,966.89,660,3867.55,3055.36,611.07
1437,2,63,20211209,1,4,1042.19,900,4168.78,3293.34,658.67
1438,20,15,20230529,3,2,20.87,18,41.75,32.98,6.6
1439,5,180,20231012,1,2,5.39,4,10.79,8.52,1.7
1440,17,133,20220513,6,3,65.09,55,195.27,154.26,30.85
1441,9,188,20210701,1,1,32.96,26,32.96,26.04,5.21
1442,9,135,20220908,1,3,37.86,26,113.58,89.73,17.95
1443,3,128,20230407,4,5,844.84,660,4224.2,3337.12,667.42
1444,19,43,20221219,3,2,14.73,12,29.46,23.27,4.65
1445,19,173,20210528,6,1,14.57,12,14.57,11.51,2.3
1446,1,12,20230102,1,2,808.55,720,1617.11,1277.52,255.5
1447,13,39,20220607,2,1,8.26,6,8.26,6.53,1.31
1448,14,58,20231023,3,2,11.77,9,23.55,18.6,3.72
1449,11,70,20231031,1,5,10.29,8,51.46,40.65,8.13
1450,2,46,20221222,2,5,1431.64,900,7158.18,5654.96,1130.99
1451,3,120,20220729,3,3,834.01,660,2502.03,1976.6,395.32
1452,15,3,20230306,3,2,56.06,45,112.12,88.57,17.71
1453,20,63,20220314,4,3,25.13,18,75.38,59.55,11.91
1454,7,188,20221209,5,2,16.45,14,32.91,26.0,5.2
1455,1,60,20220811,5,3,1020.94,720,3062.82,2419.63,483.93
1456,1,86,20230922,1,4,1097.64,720,4390.57,3468.55,693.71
1457,10,27,20231109,2,5,50.93,32,254.65,201.17,40.23
1458,16,16,20220825,2,3,8.03,7,24.08,19.02,3.8
1459,17,106,20211130,6,3,73.11,55,219.32,173.26,34.65
1460,3,149,20231208,1,5,770.06,660,3850.3,3041.74,608.35
1461,3,152,20220720,5,1,869.54,660,869.54,686.94,137.39
1462,8,75,20210707,3,3,40.64,26,121.92,96.32,19.26
1463,11,82,20220719,4,3,9.73,8,29.2,23.07,4.61
1464,5,200,20211019,5,1,4.71,4,4.71,3.72,0.74
1465,15,120,20210825,3,4,52.22,45,208.87,165.01,33.0
1466,7,116,20220530,3,4,17.26,14,69.02,54.53,10.91
1467,3,41,20210622,6,3,998.71,660,2996.12,2366.93,473.39
1468,20,11,20230927,2,3,21.13,18,63.4,50.09,10.02
1469,8,92,20231018,4,5,29.24,26,146.18,115.48,23.1
1470,9,45,20220307,1,4,39.71,26,158.84,125.48,25.1
1471,18,64,20230309,1,4,18.42,16,73.66,58.19,11.64
1472,4,4,20210721,1,2,25.64,22,51.28,40.51,8.1
1473,12,176,20220729,6,1,6.96,5,6.96,5.5,1.1
1474,3,6,20220107,1,2,1023.82,660,2047.65,1617.64,323.53
1475,5,24,20220929,3,1,4.49,4,4.49,3.55,0.71
1476,2,44,20221025,5,4,1359.76,900,5439.03,4296.83,859.37
1477,16,8,20220721,4,4,8.3,7,33.22,26.24,5.25
1478,6,71,20211104,3,4,15.42,10,61.67,48.72,9.74
1479,20,159,20210219,5,2,25.63,18,51.25,40.49,8.1
1480,14,141,20221216,4,1,10.29,9,10.29,8.13,1.63
1481,5,108,20220705,2,5,4.9,4,24.49,19.35,3.87
1482,1,98,20230220,6,3,964.69,720,2894.06,2286.31,457.26
1483,12,145,20221128,5,3,6.47,5,19.41,15.33,3.07
1484,1,82,20210916,5,2,802.55,720,1605.1,1268.03,253.61
1485,2,121,20220208,5,3,1335.08,900,4005.24,3164.14,632.83
1486,6,26,20211201,2,2,12.33,10,24.67,19.49,3.9
1487,2,196,20231123,2,5,1370.93,900,6854.64,5415.17,1083.03
1488,12,45,20220712,2,2,6.98,5,13.96,11.03,2.21
1489,12,152,20231124,1,3,7.87,5,23.61,18.65,3.73
1490,5,145,20230321,2,4,5.48,4,21.94,17.33,3.47
1491,16,10,20210909,1,1,8.51,7,8.51,6.72,1.34
1492,1,135,20211111,4,1,911.42,720,911.42,720.02,144.0
1493,7,34,20230531,3,2,21.83,14,43.66,34.49,6.9
1494,2,6,20220411,2,5,1307.11,900,6535.57,5163.1,1032.62
1495,4,135,20210723,3,1,28.31,22,28.31,22.36,4.47
1496,13,151,20230809,1,3,7.51,6,22.52,17.79,3.56
1497,6,188,20210715,4,4,14.25,10,56.98,45.01,9.0
1498,18,178,20210908,5,3,19.39,16,58.16,45.95,9.19
1499,6,97,20230426,3,3,11.64,10,34.91,27.58,5.52
1500,1,180,20231113,5,4,1098.27,720,4393.09,3470.54,694.11
1501,2,47,20230327,5,3,1404.47,900,4213.4,3328.59,665.72
1502,8,164,20230529,5,1,40.78,26,40.78,32.22,6.44
1503,11,191,20210722,1,2,10.19,8,20.37,16.09,3.22
1504,6,163,20220405,1,3,13.23,10,39.7,31.36,6.27
1505,7,64,20220117,6,1,17.85,14,17.85,14.1,2.82
1506,1,13,20210604,4,4,1055.73,720,4222.92,3336.11,667.22
1507,14,127,20210827,4,3,12.36,9,37.07,29.29,5.86
1508,16,148,20210526,6,2,8.27,7,16.54,13.07,2.61
1509,2,76,20210416,1,3,1107.51,900,3322.52,2624.79,524.96
1510,3,88,20210601,2,4,779.1,660,3116.39,2461.95,492.39
1511,18,24,20210419,3,5,25.48,16,127.41,100.65,20.13
1512,1,111,20221124,6,2,1010.63,720,2021.27,1596.8,319.36
1513,6,14,20220915,1,3,12.03,10,36.08,28.5,5.7
1514,14,179,20210930,5,5,11.09,9,55.47,43.82,8.76
1515,10,61,20220209,1,1,41.49,32,41.49,32.78,6.56
1516,16,40,20230228,1,3,7.71,7,23.14,18.28,3.66
1517,10,170,20210506,6,5,42.89,32,214.43,169.4,33.88
1518,1,53,20210520,2,3,1143.74,720,3431.22,2710.66,542.13
1519,4,79,20221110,4,4,29.58,22,118.32,93.47,18.69
1520,9,24,20230807,6,5,33.64,26,168.19,132.87,26.57
1521,13,95,20220616,2,4,6.73,6,26.94,21.28,4.26
1522,15,68,20220923,2,3,62.2,45,186.59,147.41,29.48
1523,4,22,20210805,6,3,33.09,22,99.27,78.42,15.68
1524,19,59,20220817,5,1,18.24,12,18.24,14.41,2.88
1525,14,138,20230120,6,4,12.48,9,49.91,39.43,7.89
1526,16,77,20211206,1,4,10.86,7,43.44,34.32,6.86
1527,2,129,20231023,5,5,1350.2,900,6751.01,5333.3,1066.66
1528,20,38,20230830,1,4,21.36,18,85.42,67.48,13.5
1529,7,50,20210830,2,1,18.36,14,18.36,14.5,2.9
1530,14,52,20230907,6,2,13.65,9,27.31,21.57,4.31
1531,11,187,20220106,1,1,10.35,8,10.35,8.18,1.64
1532,18,84,20220725,3,5,21.27,16,106.33,84.0,16.8
1533,20,151,20210119,5,4,20.81,18,83.25,65.77,13.15
1534,5,146,20210804,5,5,5.92,4,29.58,23.37,4.67
1535,4,145,20210525,1,3,33.74,22,101.23,79.97,15.99
1536,14,68,20220510,4,4,12.47,9,49.9,39.42,7.88
1537,2,45,20221110,3,4,1054.73,900,4218.93,3332.95,666.59
1538,13,10,20230524,4,3,8.67,6,26.01,20.55,4.11
1539,16,69,20210312,3,1,8.88,7,8.88,7.02,1.4
1540,10,72,20220311,4,1,50.76,32,50.76,40.1,8.02
1541,5,77,20211124,6,4,5.95,4,23.79,18.79,3.76
1542,9,187,20220406,4,5,36.99,26,184.96,146.12,29.22
1543,15,55,20210928,4,4,66.59,45,266.35,210.42,42.08
1544,2,132,20220621,2,1,1130.01,900,1130.01,892.71,178.54
1545,13,35,20221228,5,5,6.69,6,33.43,26.41,5.28
1546,7,15,20211005,2,1,18.6,14,18.6,14.69,2.94
1547,7,71,20220602,3,4,18.94,14,75.74,59.83,11.97
1548,4,175,20230630,1,2,28.3,22,56.59,44.71,8.94
1549,15,46,20230503,4,5,61.91,45,309.53,244.53,48.91
1550,6,67,20220510,6,1,12.43,10,12.43,9.82,1.96
1551,2,42,20220708,5,2,1375.7,900,2751.4,2173.61,434.72
1552,8,174,20230718,2,3,37.07,26,111.21,87.86,17.57
1553,1,200,20230106,6,1,962.67,720,962.67,760.51,152.1
1554,6,154,20210709,1,2,12.26,10,24.52,19.37,3.87
1555,9,109,20220315,4,3,34.57,26,103.7,81.92,16.38
1556,15,78,20211110,6,5,68.05,45,340.23,268.78,53.76
1557,19,27,20220725,1,5,19.2,12,95.98,75.82,15.16
1558,18,166,20220622,5,5,19.86,16,99.31,78.45,15.69
1559,4,124,20230908,1,3,35.07,22,105.22,83.12,16.62
1560,11,71,20230707,3,3,9.55,8,28.66,22.64,4.53
1561,8,15,20230112,5,4,37.19,26,148.75,117.51,23.5
1562,5,185,20230905,1,4,6.39,4,25.58,20.21,4.04
1563,14,104,20220107,4,1,12.52,9,12.52,9.89,1.98
1564,7,88,20230331,6,2,20.2,14,40.41,31.92,6.38
1565,16,172,20230705,3,5,8.75,7,43.75,34.56,6.91
1566,18,47,20210902,3,1,21.37,16,21.37,16.88,3.38
1567,9,186,20231129,5,2,40.91,26,81.82,64.64,12.93
1568,3,57,20220427,3,2,971.59,660,1943.18,1535.11,307.02
1569,14,85,20220317,3,3,12.54,9,37.61,29.71,5.94
1570,4,121,20221027,1,5,30.58,22,152.92,120.81,24.16
1571,3,121,20230609,2,5,765.54,660,3827.7,3023.88,604.78
1572,13,136,20230905,3,4,6.76,6,27.05,21.37,4.27
1573,5,52,20210805,3,4,6.37,4,25.5,20.14,4.03
1574,5,81,20221019,6,2,5.96,4,11.92,9.42,1.88
1575,11,162,20221201,2,3,11.34,8,34.01,26.87,5.37
1576,15,71,20210107,2,2,62.47,45,124.93,98.69,19.74
1577,16,196,20210817,1,2,9.85,7,19.7,15.56,3.11
1578,14,104,20230628,4,4,11.62,9,46.5,36.73,7.35
1579,18,52,20210224,6,3,25.2,16,75.6,59.72,11.94
1580,17,49,20220407,1,1,77.73,55,77.73,61.41,12.28
1581,8,178,20211223,3,3,30.28,26,90.83,71.76,14.35
1582,17,151,20220705,3,2,62.3,55,124.59,98.43,19.69
1583,10,75,20210308,4,5,44.74,32,223.71,176.73,35.35
1584,14,176,20220429,2,3,14.38,9,43.15,34.09,6.82
1585,12,193,20221205,2,2,7.87,5,15.74,12.43,2.49
1586,1,59,20220803,2,2,868.03,720,1736.06,1371.49,274.3
1587,19,130,20210202,2,1,15.4,12,15.4,12.17,2.43
1588,2,97,20230724,6,3,1337.06,900,4011.19,3168.84,633.77
1589,2,153,20230614,1,1,1284.11,900,1284.11,1014.45,202.89
1590,2,177,20210129,1,4,1189.94,900,4759.77,3760.22,752.04
1591,18,65,20210628,4,2,19.24,16,38.49,30.41,6.08
1592,1,78,20230912,4,1,1030.49,720,1030.49,814.09,162.82
1593,20,156,20220124,6,2,23.57,18,47.14,37.24,7.45
1594,17,185,20210601,5,1,68.27,55,68.27,53.93,10.79
1595,16,51,20210602,5,2,10.42,7,20.85,16.47,3.29
1596,7,92,20230120,6,4,17.47,14,69.87,55.2,11.04
1597,18,128,20210226,2,4,20.24,16,80.98,63.97,12.79
1598,1,172,20210105,1,1,1092.68,720,1092.68,863.22,172.64
1599,16,39,20230818,1,5,7.96,7,39.81,31.45,6.29
1600,4,66,20231103,6,2,29.22,22,58.45,46.18,9.24
1601,9,119,20220302,1,1,39.17,26,39.17,30.94,6.19
1602,10,93,20210226,6,3,42.02,32,126.05,99.58,19.92
1603,4,195,20210616,1,1,33.57,22,33.57,26.52,5.3
1604,6,85,20230810,3,4,15.78,10,63.1,49.85,9.97
1605,3,96,20220120,3,2,763.56,660,1527.13,1206.43,241.29
1606,15,70,20220728,4,4,67.5,45,269.99,213.29,42.66
1607,6,29,20230720,2,1,15.91,10,15.91,12.57,2.51
1608,4,107,20210818,5,4,33.02,22,132.1,104.36,20.87
1609,15,47,20230831,5,4,67.03,45,268.12,211.81,42.36
1610,1,176,20230529,6,2,965.91,720,1931.82,1526.14,305.23
1611,4,106,20221201,4,1,24.9,22,24.9,19.67,3.93
1612,11,4,20230728,6,5,11.87,8,59.35,46.89,9.38
1613,19,58,20230407,6,3,16.31,12,48.94,38.66,7.73
1614,20,25,20230914,4,2,24.14,18,48.27,38.13,7.63
1615,13,39,20230810,5,5,6.76,6,33.82,26.72,5.34
1616,6,130,20230712,4,4,15.35,10,61.39,48.5,9.7
1617,16,83,20210419,2,3,11.1,7,33.29,26.3,5.26
1618,17,58,20210315,5,4,71.59,55,286.36,226.22,45.24
1619,3,118,20211203,4,5,873.87,660,4369.36,3451.79,690.36
1620,15,81,20221216,1,4,66.27,45,265.07,209.41,41.88
1621,4,104,20210127,4,1,30.33,22,30.33,23.96,4.79
1622,3,155,20210101,5,3,1019.74,660,3059.21,2416.78,483.36
1623,7,168,20230317,6,4,22.05,14,88.21,69.69,13.94
1624,2,58,20220607,4,3,1242.07,900,3726.2,2943.7,588.74
1625,20,122,20230608,6,3,26.24,18,78.73,62.2,12.44
1626,4,195,20210614,6,2,24.22,22,48.45,38.28,7.66
1627,10,141,20220525,5,3,46.43,32,139.3,110.05,22.01
1628,6,127,20210308,2,4,11.53,10,46.14,36.45,7.29
1629,7,49,20230526,1,4,16.91,14,67.64,53.44,10.69
1630,11,28,20211001,4,1,12.51,8,12.51,9.88,1.98
1631,19,32,20230823,4,4,17.15,12,68.6,54.19,10.84
1632,5,128,20221226,1,5,5.87,4,29.36,23.19,4.64
1633,14,150,20230306,4,5,13.41,9,67.07,52.99,10.6
1634,19,45,20210913,6,2,13.82,12,27.64,21.84,4.37
1635,20,156,20230802,3,5,27.73,18,138.66,109.54,21.91
1636,20,178,20220824,2,3,23.38,18,70.14,55.41,11.08
1637,10,116,20220509,2,2,41.8,32,83.61,66.05,13.21
1638,17,77,20231002,6,5,84.17,55,420.85,332.47,66.49
1639,18,162,20231018,2,2,19.28,16,38.56,30.46,6.09
1640,10,176,20231023,3,2,50.9,32,101.8,80.42,16.08
1641,6,129,20230721,5,3,14.55,10,43.66,34.49,6.9
1642,12,144,20231228,4,5,6.93,5,34.63,27.36,5.47
1643,14,173,20230816,6,5,11.19,9,55.93,44.18,8.84
1644,1,134,20220830,1,1,929.11,720,929.11,734.0,146.8
1645,2,52,20210318,3,2,1432.59,900,2865.18,2263.49,452.7
1646,9,38,20230907,1,3,31.25,26,93.76,74.07,14.81
1647,2,92,20230216,4,1,1267.25,900,1267.25,1001.13,200.23
1648,18,58,20230828,6,5,20.71,16,103.56,81.81,16.36
1649,10,178,20230104,6,1,50.02,32,50.02,39.52,7.9
1650,14,176,20220711,3,5,10.14,9,50.71,40.06,8.01
1651,9,52,20231204,5,4,39.39,26,157.56,124.47,24.89
1652,12,194,20230628,5,5,7.35,5,36.73,29.02,5.8
1653,7,76,20211011,4,2,22.28,14,44.57,35.21,7.04
1654,6,45,20210419,6,5,11.6,10,57.98,45.8,9.16
1655,14,72,20210301,5,3,10.49,9,31.46,24.85,4.97
1656,9,2,20230419,3,4,37.83,26,151.3,119.53,23.91
1657,2,40,20210811,3,5,1012.88,900,5064.42,4000.89,800.18
1658,20,170,20230616,3,4,26.91,18,107.64,85.04,17.01
1659,12,19,20230301,6,3,6.81,5,20.44,16.15,3.23
1660,17,18,20210922,5,2,71.94,55,143.88,113.67,22.73
1661,13,24,20230209,3,2,9.25,6,18.5,14.62,2.92
1662,11,85,20230810,3,3,9.67,8,29.02,22.93,4.59
1663,20,136,20231215,4,5,27.21,18,136.07,107.5,21.5
1664,1,30,20230720,6,3,952.44,720,2857.32,2257.28,451.46
1665,20,160,20230711,2,1,25.94,18,25.94,20.49,4.1
1666,13,30,20220406,4,3,8.22,6,24.66,19.48,3.9
1667,1,133,20220210,3,5,1081.01,720,5405.07,4270.01,854.0
1668,16,12,20221003,3,2,8.82,7,17.64,13.94,2.79
1669,4,43,20210429,5,5,24.28,22,121.4,95.91,19.18
1670,7,172,20210406,6,2,21.45,14,42.91,33.9,6.78
1671,4,53,20220901,5,4,31.31,22,125.25,98.95,19.79
1672,5,7,20210414,4,3,4.48,4,13.43,10.61,2.12
1673,2,46,20210416,3,5,1021.7,900,5108.49,4035.71,807.14
1674,9,105,20211124,4,4,36.79,26,147.17,116.26,23.25
1675,11,5,20220914,4,1,10.94,8,10.94,8.64,1.73
1676,20,17,20230710,6,5,20.21,18,101.05,79.83,15.97
1677,12,129,20210415,1,3,7.47,5,22.4,17.7,3.54
1678,20,23,20220309,3,4,23.23,18,92.93,73.41,14.68
1679,1,122,20230807,2,5,871.15,720,4355.76,3441.05,688.21
1680,13,140,20231207,3,2,7.49,6,14.99,11.84,2.37
1681,12,3,20231113,5,5,5.85,5,29.27,23.12,4.62
1682,1,147,20210302,5,4,985.37,720,3941.5,3113.79,622.76
1683,10,54,20210504,6,3,38.59,32,115.76,91.45,18.29
1684,17,37,20230717,2,2,66.57,55,133.14,105.18,21.04
1685,7,30,20211229,2,5,21.37,14,106.83,84.4,16.88
1686,18,119,20231214,6,5,18.19,16,90.93,71.83,14.37
1687,3,65,20230822,1,2,965.44,660,1930.89,1525.4,305.08
1688,11,92,20221130,2,2,9.2,8,18.4,14.54,2.91
1689,3,50,20230608,3,4,874.71,660,3498.85,2764.09,552.82
1690,10,178,20230605,5,2,44.25,32,88.5,69.92,13.98
1691,11,110,20220608,2,1,10.05,8,10.05,7.94,1.59
1692,14,71,20211115,3,2,12.96,9,25.92,20.48,4.1
1693,16,119,20220421,4,3,10.41,7,31.24,24.68,4.94
1694,18,28,20221130,2,5,18.26,16,91.28,72.11,14.42
1695,5,138,20220208,2,3,5.87,4,17.6,13.9,2.78
1696,3,187,20230619,1,1,1006.36,660,1006.36,795.02,159.0
1697,1,149,20230626,5,4,1068.91,720,4275.65,3377.76,675.55
1698,2,142,20211102,3,5,1392.29,900,6961.47,5499.56,1099.91
1699,16,168,20230214,2,3,9.07,7,27.22,21.5,4.3
1700,10,35,20230426,4,5,43.37,32,216.83,171.3,34.26
1701,12,129,20220725,1,2,7.62,5,15.24,12.04,2.41
1702,6,194,20230531,5,2,13.23,10,26.46,20.9,4.18
1703,19,145,20210915,6,2,17.62,12,35.23,27.83,5.57
1704,12,11,20221125,2,4,6.08,5,24.32,19.21,3.84
1705,12,60,20220114,1,2,6.79,5,13.59,10.74,2.15
1706,13,121,20220602,4,1,6.72,6,6.72,5.31,1.06
1707,11,27,20230720,6,5,11.33,8,56.67,44.77,8.95
1708,9,149,20220128,5,5,30.86,26,154.3,121.9,24.38
1709,13,94,20230727,5,1,8.15,6,8.15,6.44,1.29
1710,8,133,20220624,4,3,39.22,26,117.67,92.96,18.59
1711,16,124,20220511,5,1,9.46,7,9.46,7.47,1.49
1712,15,43,20210720,2,1,61.08,45,61.08,48.25,9.65
1713,7,39,20220208,2,2,17.94,14,35.87,28.34,5.67
1714,4,170,20231026,2,4,33.12,22,132.49,104.67,20.93
1715,4,124,20231031,6,4,29.47,22,117.88,93.13,18.63
1716,6,166,20230427,4,1,12.22,10,12.22,9.65,1.93
1717,19,152,20210702,2,2,16.98,12,33.95,26.82,5.36
1718,19,38,20210226,1,2,14.75,12,29.5,23.3,4.66
1719,17,104,20210916,5,5,78.03,55,390.17,308.23,61.65
1720,10,22,20231030,2,4,44.9,32,179.62,141.9,28.38
1721,16,44,20221108,2,4,9.8,7,39.21,30.98,6.2
1722,6,160,20230417,6,5,12.32,10,61.61,48.67,9.73
1723,11,117,20231106,5,5,9.08,8,45.38,35.85,7.17
1724,13,34,20220628,1,1,7.21,6,7.21,5.7,1.14
1725,14,39,20221226,5,1,10.7,9,10.7,8.45,1.69
1726,20,10,20230601,5,5,26.57,18,132.86,104.96,20.99
1727,16,169,20210514,2,5,9.59,7,47.94,37.87,7.57
1728,14,134,20210104,4,3,13.84,9,41.51,32.79,6.56
1729,17,110,20230928,2,4,82.21,55,328.85,259.79,51.96
1730,12,151,20220701,6,5,5.74,5,28.72,22.69,4.54
1731,9,123,20210713,2,1,32.28,26,32.28,25.5,5.1
1732,14,66,20230220,2,1,13.09,9,13.09,10.34,2.07
1733,19,134,20210112,1,5,13.24,12,66.22,52.31,10.46
1734,7,177,20230728,3,4,17.94,14,71.74,56.67,11.33
1735,14,167,20210811,5,3,11.08,9,33.23,26.25,5.25
1736,14,145,20230208,3,5,11.14,9,55.7,44.0,8.8
1737,13,194,20230904,2,4,8.26,6,33.03,26.09,5.22
1738,16,46,20230310,3,5,9.64,7,48.21,38.09,7.62
1739,10,148,20211230,3,4,46.97,32,187.89,148.43,29.69
1740,4,192,20230804,2,4,32.81,22,131.26,103.7,20.74
1741,4,55,20210820,5,4,32.85,22,131.39,103.8,20.76
1742,20,179,20230301,6,1,21.25,18,21.25,16.79,3.36
1743,1,24,20230703,2,4,1125.31,720,4501.24,3555.98,711.2
1744,3,17,20220916,3,2,848.38,660,1696.75,1340.43,268.09
1745,2,186,20230524,4,4,1266.28,900,5065.14,4001.46,800.29
1746,10,183,20230118,5,1,50.33,32,50.33,39.76,7.95
1747,16,113,20210909,1,2,10.68,7,21.35,16.87,3.37
1748,10,50,20230113,1,5,43.37,32,216.84,171.3,34.26
1749,8,158,20230929,2,1,33.28,26,33.28,26.29,5.26
1750,1,41,20230728,1,3,1072.68,720,3218.05,2542.26,508.45
1751,13,104,20220523,5,2,8.15,6,16.31,12.88,2.58
1752,3,24,20231123,5,3,965.63,660,2896.88,2288.54,457.71
1753,19,90,20230314,3,3,14.56,12,43.67,34.5,6.9
1754,15,104,20211007,5,1,55.37,45,55.37,43.74,8.75
1755,17,28,20220808,5,1,74.34,55,74.34,58.73,11.75
1756,4,132,20220504,3,5,33.14,22,165.72,130.92,26.18
1757,9,178,20230405,4,4,35.92,26,143.68,113.51,22.7
1758,11,199,20211216,4,4,12.39,8,49.54,39.14,7.83
1759,16,30,20210210,3,1,9.04,7,9.04,7.14,1.43
1760,8,81,20211112,4,3,35.31,26,105.94,83.69,16.74
1761,9,64,20210114,3,1,33.79,26,33.79,26.69,5.34
1762,11,20,20231211,5,2,10.71,8,21.41,16.91,3.38
1763,7,147,20220524,3,2,22.03,14,44.06,34.81,6.96
1764,7,128,20230907,6,2,17.04,14,34.09,26.93,5.39
1765,9,53,20211214,2,2,39.45,26,78.91,62.34,12.47
1766,12,40,20230607,1,1,7.8,5,7.8,6.16,1.23
1767,16,158,20230829,1,5,11.05,7,55.26,43.66,8.73
1768,12,159,20221123,3,4,7.75,5,30.98,24.47,4.89
1769,9,126,20230405,2,5,32.24,26,161.22,127.36,25.47
1770,19,33,20211116,1,5,18.0,12,89.98,71.08,14.22
1771,18,9,20221117,5,3,20.75,16,62.25,49.18,9.84
1772,6,118,20230912,1,5,13.3,10,66.5,52.54,10.51
1773,1,4,20230915,6,2,928.59,720,1857.19,1467.18,293.44
1774,11,93,20210526,5,3,9.55,8,28.65,22.63,4.53
1775,8,69,20220113,4,5,33.06,26,165.3,130.59,26.12
1776,16,109,20210922,2,4,10.15,7,40.61,32.08,6.42
1777,12,103,20220620,3,4,5.95,5,23.8,18.8,3.76
1778,19,176,20210708,2,1,17.52,12,17.52,13.84,2.77
1779,18,111,20211206,4,2,18.77,16,37.53,29.65,5.93
1780,5,122,20231127,1,2,5.24,4,10.49,8.29,1.66
1781,17,137,20210713,6,3,82.1,55,246.29,194.57,38.91
1782,9,144,20220308,5,1,33.78,26,33.78,26.69,5.34
1783,6,16,20230919,2,3,13.38,10,40.15,31.72,6.34
1784,4,116,20230622,6,3,27.06,22,81.17,64.12,12.82
1785,18,143,20220601,3,3,17.76,16,53.28,42.09,8.42
1786,12,174,20210624,5,2,6.94,5,13.88,10.97,2.19
1787,18,45,20230721,3,3,20.2,16,60.6,47.87,9.57
1788,16,199,20230103,6,4,10.81,7,43.25,34.17,6.83
1789,20,74,20220701,4,2,27.61,18,55.23,43.63,8.73
1790,11,108,20230707,6,5,11.09,8,55.43,43.79,8.76
1791,3,42,20210414,3,2,829.45,660,1658.9,1310.53,262.11
1792,10,182,20230726,3,5,45.51,32,227.57,179.78,35.96
1793,15,200,20220125,3,5,61.22,45,306.11,241.83,48.37
1794,14,43,20221010,2,1,10.46,9,10.46,8.26,1.65
1795,9,191,20211203,6,1,31.34,26,31.34,24.76,4.95
1796,4,25,20220725,1,4,30.23,22,120.93,95.53,19.11
1797,13,135,20210208,1,1,7.39,6,7.39,5.84,1.17
1798,3,168,20210812,4,3,801.69,660,2405.06,1900.0,380.0
1799,10,114,20231124,6,2,37.3,32,74.6,58.93,11.79
1800,1,9,20210902,6,3,1101.73,720,3305.2,2611.11,522.22
1801,16,120,20220413,5,3,9.62,7,28.86,22.8,4.56
1802,18,46,20210714,5,5,21.25,16,106.26,83.95,16.79
1803,19,112,20231211,5,5,15.06,12,75.29,59.48,11.9
1804,16,139,20220513,2,1,9.25,7,9.25,7.31,1.46
1805,14,67,20220609,2,3,9.95,9,29.84,23.57,4.71
1806,5,89,20230120,3,4,5.47,4,21.88,17.29,3.46
1807,16,194,20230914,4,3,7.73,7,23.2,18.33,3.67
1808,10,153,20220909,2,1,43.97,32,43.97,34.74,6.95
1809,14,144,20210929,4,4,11.02,9,44.1,34.84,6.97
1810,13,97,20231024,2,3,6.84,6,20.51,16.2,3.24
1811,8,133,20230616,5,3,32.3,26,96.9,76.55,15.31
1812,18,69,20231201,4,2,24.43,16,48.86,38.6,7.72
1813,5,75,20210920,1,4,5.64,4,22.54,17.81,3.56
1814,20,126,20220126,2,3,19.97,18,59.92,47.34,9.47
1815,18,6,20210312,2,1,19.86,16,19.86,15.69,3.14
1816,15,187,20210630,1,2,51.53,45,103.06,81.42,16.28
1817,16,56,20210122,3,4,8.79,7,35.16,27.78,5.56
1818,12,119,20221216,6,1,6.33,5,6.33,5.0,1.0
1819,5,15,20231213,3,4,4.54,4,18.17,14.35,2.87
1820,6,50,20221107,3,4,15.14,10,60.57,47.85,9.57
1821,8,99,20210624,4,2,38.19,26,76.38,60.34,12.07
1822,7,118,20210218,6,1,19.05,14,19.05,15.05,3.01
1823,16,100,20211027,6,3,10.98,7,32.93,26.01,5.2
1824,2,191,20210817,5,5,1044.96,900,5224.82,4127.61,825.52
1825,10,51,20221122,3,1,49.02,32,49.02,38.73,7.75
1826,4,61,20211110,6,4,27.77,22,111.08,87.75,17.55
1827,9,150,20210830,1,4,38.86,26,155.44,122.8,24.56
1828,2,149,20210114,6,4,1299.78,900,5199.13,4107.31,821.46
1829,12,198,20210811,1,2,5.89,5,11.79,9.31,1.86
1830,20,87,20210512,6,1,20.34,18,20.34,16.07,3.21
1831,5,180,20230714,5,1,4.65,4,4.65,3.67,0.73
